iteration,best_nse,best_r2,best_pbias,best_rmse,median_nse,median_r2,median_pbias,median_rmse,Basin
0,-2.75049887957068,0.112543822343238,175.3,2.63100147148026,-2.75049887957068,0.112543822343238,175.3,2.63100147148026,La Pueblanueva
0,-35.7381767191824,0.141965686610974,89.6,7.5162616436518,-35.7381767191824,0.141965686610974,89.6,7.5162616436518,Ventosa
0,-134.422181571287,0.049415517598478,258,2.57874728347349,-134.422181571287,0.049415517598478,258,2.57874728347349,La Peraleja
0,-255.858138705407,0.0427398150132188,28.9,3.76000335083302,-255.858138705407,0.0427398150132188,28.9,3.76000335083302,Villasequilla de Yepes
0,-0.226848280519331,0.34762987645331,11.8,6.07399367696275,-0.226848280519331,0.34762987645331,11.8,6.07399367696275,Valverde de los Arroyos
0,-0.552139910685723,0.206367151640341,18.5,5.69720012761815,-0.552139910685723,0.206367151640341,18.5,5.69720012761815,Malpica
0,-14.3064135339745,0.194140086179964,78.6,3.73136549658283,-14.3064135339745,0.194140086179964,78.6,3.73136549658283,Taravillas
0,-258.042204387952,0.0347290608811856,53.9,3.09941173245141,-258.042204387952,0.0347290608811856,53.9,3.09941173245141,Romanones
0,-98.3738508210533,0.107491352718629,596.8,7.22235888258691,-98.3738508210533,0.107491352718629,596.8,7.22235888258691,Priego Trabraque
0,-8.79940115849746,0.117254194070905,-9.8,4.91023424252123,-8.79940115849746,0.117254194070905,-9.8,4.91023424252123,Bujaralo
